@HEAD;file_name;type;looped;slot;volume;frequency;vol_variation;freq_variation;non_blocking;min_dist;max_dist;audible_dist,
ms_gate_demoncave02_death;ms_gate_demoncave02_death.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_gate_demoncave02_idle;ms_gate_demoncave02_idle.wav;SOUND;0;ambient;1;;;;;5;100;50,
livedeath_death;livedeath_death.wav;SOUND;0;npc;1;;;;;5;100;50,
livedeath_idle;livedeath_idle.wav;SOUND;0;npc;1;;;;;5;100;50,
livedeath_idle2;livedeath_idle2.wav;SOUND;0;npc;1;;;;;5;100;50,
npc_miner_spare;npc_miner_spare.wav;SOUND;0;npc;1;;;;;5;12;15,
npc_miner_02_spare;npc_miner_02_spare.wav;SOUND;0;npc;1;;;;;5;12;15,
ms_undead_gate_close;ms_undead_gate_close.wav;SOUND;0;ambient;1;;;;;20;1000;50,
ms_undead_gate_death;ms_undead_gate_death.wav;SOUND;0;ambient;1;;;;;20;1000;50,
livedoor_idle;livedoor_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
livedoor_rare;livedoor_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
livedoor_spare;livedoor_spare.wav;SOUND;0;npc;1;;;;;20;1000;50,
livedoor_special;livedoor_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
livetree_idlemain;livetree_idlemain.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_idle;livetree_idle.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_happy;livetree_happy.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_idle1;livetree_idle1.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_openidle;livetree_openidle.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_rare;livetree_rare.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_sad;livetree_sad.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_idle2;livetree_idle2.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_magic;livetree_magic.wav;SOUND;0;npc;1;;;;;5;100;50,
livetree_cast;livetree_cast.wav;SOUND;0;npc;1;;;;;5;100;50,
npc_turtle_appear;npc_turtle_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
npc_turtle_death;npc_turtle_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
npc_turtle_extra;npc_turtle_extra.wav;SOUND;0;npc;1;;;;;20;1000;50,
npc_dragon_drahha_special;npc_dragon_drahha_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
submarine_appear;submarine_appear.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
submarine_disappear;submarine_disappear.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
submarine_special;submarine_special.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
submarine_idle;submarine_idle.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_archacopter_finish;ms_archacopter_finish.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_archacopter_start;ms_archacopter_start.wav;SOUND;0;ambient;1;;;;;1000;1000;100,
ms_archacopter_idleend;ms_archacopter_idleend.wav;SOUND;0;ambient;1;;;;;5;1000;50,
ms_archacopter_idle;ms_archacopter_idle.wav;SOUND;0;ambient;1;;;;;5;1000;50,
hero_mage_rarelist grass;hero_mage_rarelist grass.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist ground;hero_mage_rarelist ground.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist sand;hero_mage_rarelist sand.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist snow;hero_mage_rarelist snow.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist stone;hero_mage_rarelist stone.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist water;hero_mage_rarelist water.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_rarelist wood;hero_mage_rarelist wood.wav;SOUND;0;player;1;;;;;10;1000;30,
hero_mage_move_grass;hero_mage_move_grass_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_grass1;hero_mage_move_grass1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_grass2;hero_mage_move_grass2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_grass3;hero_mage_move_grass3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move sand;hero_mage_move_sand_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_sand1;hero_mage_move_sand1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_sand2;hero_mage_move_sand2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_sand3;hero_mage_move_sand3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move snow;hero_mage_move_snow_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_snow1;hero_mage_move_snow1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_snow2;hero_mage_move_snow2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_snow3;hero_mage_move_snow3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move stone;hero_mage_move_stone_array;ARRAY;0;player;0.6;;;;;1;1000;30,
hero_mage_move_stone1;hero_mage_move_stone1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_stone2;hero_mage_move_stone2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_stone3;hero_mage_move_stone3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move water;hero_mage_move_water_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_water1;hero_mage_move_water1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_water2;hero_mage_move_water2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_water3;hero_mage_move_water3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_ground;hero_mage_move_ground_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_ground1;hero_mage_move_ground1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_ground2;hero_mage_move_ground2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_ground3;hero_mage_move_ground3.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move wood;hero_mage_move_wood_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero_mage_move_wood1;hero_mage_move_wood1.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_wood2;hero_mage_move_wood2.wav;SOUND;0;player;1;;;;;;;,
hero_mage_move_wood3;hero_mage_move_wood3.wav;SOUND;0;player;1;;;;;;;,
statue_paladin;statue_paladin_01_death.wav;SOUND;0;ambient;1;;;;;5;100;15,
ms_canvas;ms_canvas01_death.wav;SOUND;0;ambient;1;;;;;5;100;15,
dwarf_bottle_death;dwarf_bottle_death.wav;SOUND;0;ambient;1;;;;;5;100;15,
ms_snowmountin01_quest01_death;ms_snowmountin01_quest01_death.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_gate01_death;ms_gate01_death.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_gate01_close;ms_gate01_close.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
dwarfdoor01_open;dwarfdoor01_open.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
dwarfdoor01_close;dwarfdoor01_close.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_prison_gate02_close;ms_prison_gate02_close.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
ms_prison_gate02_death;ms_prison_gate02_death.wav;SOUND;0;ambient;1;;;;;10000;10000;10000,
training_door02_death;training_door02_death.wav;SOUND;0;ambient;1;;;;;5;100;15,
dwarfpipe_valve_idle;dwarfpipe_valve_idle.wav;SOUND;1;ambient;1;;;;;5;200;30,
dwarfpipe_valve_death;dwarfpipe_valve_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
dwarfpipe_valve_dead;dwarfpipe_valve_dead.wav;SOUND;1;ambient;1;;;;;5;200;30,
multistate_torch_death;multistate_torch_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
multistate_torch_idle;multistate_torch_idle.wav;SOUND;1;ambient;1;;;;;5;200;30,
ms_cross_wooden_click;ms_cross_wooden_click.wav;SOUND;0;ambient;1;;;;;5;200;30,
ms_cross_wooden_death;ms_cross_wooden_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
cross_click;cross_click.wav;SOUND;0;ambient;1;;;;;5;200;30,
cross_death;cross_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
magic_altar_chaos_death;magic_altar_chaos_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
magic_altar_distortion_death;magic_altar_distortion_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
magic_altar_order_death;magic_altar_order_death.wav;SOUND;0;ambient;1;;;;;5;200;30,
magic_altar_chaos_click;magic_altar_chaos_click.wav;SOUND;0;ambient;1;;;;;5;200;30,
bookdeath_death;bookdeath_death.wav;SOUND;0;ambient;1;;;;;5;12;15,
booklife_death;booklife_death.wav;SOUND;0;ambient;1;;;;;5;12;15,
multistate_picture_death;multistate_picture_death.wav;SOUND;0;ambient;1;;;;;5;12;15,
train_idle;train_idle.wav;SOUND;0;ambient;1;;;;;5;12;15,
train_turned;train_turned.wav;SOUND;0;ambient;1;;;;;5;12;15,
train_start;train_start.wav;SOUND;0;ambient;1;;;;;5;12;15,
train_turn;train_turn.wav;SOUND;0;ambient;1;;;;;5;12;15,
train_finish;train_finish.wav;SOUND;0;ambient;1;;;;;5;12;15,
raft_platform;raft_platform.wav;SOUND;0;ambient;1;;;;;5;12;15,
lift_dwarf01_start;lift_dwarf01_start.wav;SOUND;0;npc;1;;;;;5;100;15,
lift_dwarf01_stop;lift_dwarf01_stop.wav;SOUND;0;npc;1;;;;;5;100;15,
lift_dwarf01_work;lift_dwarf01_work.wav;SOUND;0;npc;1;;;;;5;100;15,
mine_lift_wind_heave;mine_lift_wind_heave.wav;SOUND;0;npc;1;;;;;5;100;15,
mine_lift_wind_lower;mine_lift_wind_lower.wav;SOUND;0;npc;1;;;;;5;100;15,
lift01_down;lift01_down.wav;SOUND;0;npc;1;;;;;5;100;15,
lift01_up;lift01_up.wav;SOUND;0;npc;1;;;;;5;100;15,
demonislandplatform03_flight;demonislandplatform03_flight.wav;SOUND;0;npc;1;;;;;5;100;15,
demonislandplatform03_start;demonislandplatform03_start.wav;SOUND;0;npc;1;;;;;5;100;15,
demonislandplatform03_stop;demonislandplatform03_stop.wav;SOUND;0;npc;1;;;;;5;100;15,
airship1_idle;airship1_idle.wav;SOUND;0;npc;1;;;;;5;100;15,
airship1_moor;airship1_moor.wav;SOUND;0;npc;1;;;;;5;100;15,
airship1_unmoor;airship1_unmoor.wav;SOUND;0;npc;1;;;;;5;100;15,
demon_portal_appear;demon_portal_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
demon_portal_idle;demon_portal_idle.wav;SOUND;0;spells;1;;;;;20;1000;50,
demon_portal_death;demon_portal_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
trap_appear;trap_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
trap_death;trap_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
shroud_appear;shroud_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
blood_rune_appear;blood_rune_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
blood_rune_idle;blood_rune_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
blood_rune_death;blood_rune_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_life_appear;totem_life_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_life_attack;totem_life_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_life_damage;totem_life_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_life_death;totem_life_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_death_appear;totem_death_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_death_attack;totem_death_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_death_damage;totem_death_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
totem_death_death;totem_death_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_move;ram_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_start;ram_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_stop;ram_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_lturn;ram_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_rturn;ram_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_clock;ram_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_contra;ram_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_clock2;ram_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_contra2;ram_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_damage;ram_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_death;ram_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_slew;ram_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
ram_rarelist;ram_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_contra2;evilbook1_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_clock2;evilbook1_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_clock;evilbook1_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_contra;evilbook1_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_stop;evilbook1_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_start;evilbook1_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_rturn;evilbook1_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_lturn;evilbook1_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_slew;evilbook1_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_move;evilbook1_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_appear;evilbook1_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_attack;evilbook1_attack.wav;SOUND;0;spells;1;;;;;20;1000;50,
evilbook1_cast;evilbook1_cast.wav;SOUND;0;spells;1;;;;;20;1000;50,
evilbook1_damage;evilbook1_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_death;evilbook1_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_rarelist;evilbook1_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
evilbook1_special;evilbook1_special.wav;SOUND;0;spells;1;;;;;20;1000;50,
evilbook1_victory;evilbook1_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
little_ent_charge;little_ent_charge.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_click;little_ent_click.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_cursor;little_ent_cursor.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_finish;little_ent_finish.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_rarelist;little_ent_rarelist.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_release;little_ent_release.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_spare;little_ent_spare.wav;SOUND;0;npc;1;;;;;5;12;15,
little_ent_take;little_ent_take.wav;SOUND;0;npc;1;;;;;5;12;15,
unit_thorn_seed_rarelist;unit_thorn_seed_rarelist.wav;SOUND;0;npc;1;;;;;5;12;15,
unit_thorn_seed_spare;unit_thorn_seed_spare.wav;SOUND;0;npc;1;;;;;5;12;15,
treasure_box_chest_01_1_digout;treasure_box_chest_01_1_digout.wav;SOUND;0;npc;1;;;;;5;12;15,
devatron_appear.wav;devatron_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
devatron_death.wav;devatron_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_appear;lina_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_cast;lina_cast.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_orbcast;lina_orbcast.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_rare;lina_rare.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_2cast;lina_2cast.wav;SOUND;0;spells;1;;;;;20;1000;50,
lina_2orbcast;lina_2orbcast.wav;SOUND;0;spells;1;;;;;20;1000;50,
energo_mana_appear;energo_mana_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
energo_mana_disappear;energo_mana_disappear.wav;SOUND;0;spells;1;;;;;20;1000;50,
energo_rage_appear;energo_rage_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
energo_rage_disappear;energo_rage_disappear.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_appear;gizmo_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_attack1;gizmo_attack1.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_attack2;gizmo_attack2.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_attack3;gizmo_attack3.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_cast1;gizmo_cast1.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_cast2;gizmo_cast2.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_cast3;gizmo_cast3.wav;SOUND;0;spells;1;;;;;20;1000;50,
gizmo_disappear;gizmo_disappear.wav;SOUND;0;spells;1;;;;;20;1000;50,
orb_appear;orb_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
orb_attack;orb_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_damage;orb_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_death;orb_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_move;orb_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_rush;orb_rush.wav;SOUND;0;spells;1;;;;;20;1000;50,
orb_lturn;orb_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_rturn;orb_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_slew;orb_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_contra2;orb_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_clock2;orb_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_contra;orb_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_clock;orb_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_stop;orb_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
orb_start;orb_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
pitstone_appear;pitstone_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
pitstone_disappear;pitstone_disappear.wav;SOUND;0;spells;1;;;;;20;1000;50,
pitstone_prepare;pitstone_prepare.wav;SOUND;0;spells;1;;;;;20;1000;50,
hll_treasure;70 hll_treasure.wav;SOUND;0;spells;1;;;;1;5;12;15,
effect_rampage;69 effect_rampage.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_out_of_control;68 effect_out_of_control.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_control;67 effect_control.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_stoneskin;66 magic_stoneskin.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_breath;65 magic_breath.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_lightpower;64 effect_lightpower.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_dragonslayer;63 effect_dragonslayer.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_demonslayer;62 effect_demonslayer.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_invisi;61 magic_invisi.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_phantom;60 magic_phantom.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_phantom_source;59 magic_phantom_source.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_cruelfate;58 magic_cruelfate.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_burn;57 effect_burn.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_totem_death;56 effect_totem_death.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_ram_end;55 magic_ram_end.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_ram;54 magic_ram.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_bullhead;53 effect_bullhead.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_demonsummon;52 effect_demonsummon.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_hard_bless;51 effect_hard_bless.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_beast_training;50 effect_beast_training.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_total_cure;49 effect_total_cure.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_telekines;48 effect_telekines.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_elvensong;47 effect_elvensong.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_charm;46 effect_charm.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_sleep;45 effect_sleep.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_brutality;44 effect_brutality.wav;SOUND;0;spells;0.6;;;;1;20;1000;50,
effect_deadarise;43 effect_deadarise.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_curse;42 effect_curse.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_stun;41 effect_stun.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_weakness;40 effect_weakness.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_freeze;39 effect_freeze.wav;SOUND;0;spells;1;;;;1;20;1000;50,
effect_poison;38 effect_poison.wav;SOUND;0;spells;1;;;;1;20;1000;50,
magic_decay;37 magic_decay.wav;SOUND;0;spells;1;;;;1;20;1000;50,
dryad_move;dryad_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_contra;dryad_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_clock;dryad_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_start;dryad_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_stop;dryad_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_rturn;dryad_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_lturn;dryad_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_slew;dryad_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_song;dryad_song.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_happy;dryad_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_death;dryad_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_damage;dryad_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_avoid;dryad_avoid.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_attack;dryad_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_cast;dryad_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_sleep;dryad_sleep.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_clock2;dryad_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_contra2;dryad_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
dryad_respawn;dryad_respawn.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_rare;reddragon_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_attack;reddragon_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_move;reddragon_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_start;reddragon_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_stop;reddragon_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_clock;reddragon_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_contra;reddragon_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_clock2;reddragon_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_contra2;reddragon_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_slew;reddragon_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_cast;reddragon_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_damage;reddragon_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_death;reddragon_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_respawn;reddragon_respawn.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_descent;reddragon_descent.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_waft;reddragon_waft.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_flight;reddragon_flight.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_ldivert;reddragon_ldivert.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_rdivert;reddragon_rdivert.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_takeoff;reddragon_takeoff.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_lturn;reddragon_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_rturn;reddragon_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
reddragon_happy;reddragon_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
thewall_damage;thewall_damage.wav;SOUND;0;spells;1;;;;;20;1000;50,
thewall_appear;thewall_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
thewall_death;thewall_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_appear;death_appear.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_rare;death_rare.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_blackhole;death_blackhole.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_harvest;death_harvest.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_reaping;death_reaping.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_timeshift;death_timeshift.wav;SOUND;0;spells;1;;;;;20;1000;50,
deadhand_idle;deadhand_idle.wav;SOUND;0;spells;1;;;;;20;1000;50,
deathtimestart_default;deathtimestart_default.wav;SOUND;0;spells;1;;;;;20;1000;50,
deathtimestop_default;deathtimestop_default.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_2blackhole;death_2blackhole.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_2harvest;death_2harvest.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_2reaping;death_2reaping.wav;SOUND;0;spells;1;;;;;20;1000;50,
death_2timeshift;death_2timeshift.wav;SOUND;0;spells;1;;;;;20;1000;50,
hll_beholder_post_default;hll_beholder_post_default.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_cast;beholder_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_victory;beholder_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_attack;beholder_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_death;beholder_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_damage;beholder_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
ray20m_idle;ray20m_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_idle;beholder_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_rarelist;beholder_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_move;beholder_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
